Student_ID,Education,Skills,Interests,Strengths,Career_Recommendation,Next_Career
IT2223,Bachelor's in Computer Science,Python; SQL; PostgreSQL; NumPy; R,AI; Data,Analytical Thinking; Logical Thinking; Communication,Data Analyst,Data Scientist
IT2224,Master's in Computer Science,GCP; AWS; Azure; Kubernetes; CI/CD,Open Source; Infrastructure,Problem Solving; Fast Learner; Adaptability,Cloud Engineer,Cloud Architect
IT2225,Master's in Artificial Intelligence,Scikit-learn; SQL; Power BI; Spark; MATLAB,Research,Problem Solving; Persistence; Analytical Thinking,Data Scientist,Machine Learning Engineer
IT2226,Master's in Computer Science,PyTorch; TensorFlow; NLP; Python; NLTK; Scikit-learn,Innovation,Creativity; Logical Thinking; Problem Solving,NLP Engineer,Computer Vision Engineer
IT2227,Bachelor's in Information Technology,Python; Raspberry Pi; C; MQTT; C++; RTOS; Assembly,IoT; Electronics,Logical Thinking; Attention to Detail,IoT Developer,Robotics Engineer
IT2228,Master's in Computer Science,Scikit-learn; PyTorch; Pandas; Spark; SQL,Research,Fast Learner; Problem Solving,Machine Learning Engineer,AI Engineer
IT2229,Master's in Data Science,Spark; Python; Kafka; PostgreSQL; Docker,Big Data,Persistence; Problem Solving,Data Engineer,Data Scientist
IT2230,Bachelor's in Computer Science,Java; Kotlin; Git; SQL; Firebase,Coding,Problem Solving; Persistence; Creativity,Android Developer,Mobile App Developer
IT2231,Master's in Software Engineering,Docker; Linux; CI/CD; Bash; AWS; Terraform,Automation; Open Source,Problem Solving; Analytical Thinking,DevOps Engineer,Full Stack Developer
IT2232,Bachelor's in Computer Science,Android SDK; Kotlin; XML; Java; React Native,Coding,Logical Thinking; Creativity,Android Developer,Mobile App Developer
IT2233,Bachelor's in Information Technology,SQL; Power BI; Excel; Tableau; Pandas,Data; AI,Logical Thinking; Analytical Thinking,Data Analyst,Data Scientist
IT2234,Bachelor's in Electronics,Python; MATLAB; C++; Arduino; C; OpenCV,Hardware,Logical Thinking; Creativity; Problem Solving,Robotics Engineer,Computer Vision Engineer
IT2235,Master's in Computer Science,OOP; Unreal Engine; C++; Unity; OpenCV; MATLAB; JavaScript,Games; AR/VR,Logical Thinking; Persistence,Game Developer,AR/VR Developer
IT2236,Master's in Data Science,Python; NLP; Hugging Face; Pandas; MATLAB,Innovation; AI,Creativity; Analytical Thinking; Fast Learner,AI Engineer,NLP Engineer
IT2237,Master's in Computer Science,TensorFlow; Python; Scikit-learn; NumPy,AI,Analytical Thinking; Logical Thinking; Persistence,NLP Engineer,Computer Vision Engineer
IT2238,Bachelor's in Computer Science,Terraform; GCP; AWS; Azure; Linux; Docker,Architecture,Logical Thinking; Analytical Thinking,Cloud Architect,DevOps Engineer
IT2239,Bachelor's in Computer Engineering,3D Modeling; Unity; Python,Graphics; Design,Logical Thinking; Problem Solving,AR/VR Developer,Computer Vision Engineer
IT2240,Bachelor's in Computer Science,CSS; Sketch; Adobe XD; Prototyping,Design; User Experience,Communication; Creativity; Adaptability,UI/UX Designer,Product Manager
IT2241,Master's in Software Engineering,Kotlin; XML; React Native; SQL; REST API,Mobile Apps,Problem Solving; Logical Thinking,Android Developer,Mobile App Developer
IT2242,Bachelor's in Information Technology,Adobe XD; Figma; Canva; Adobe Illustrator; Prototyping,Design,Creativity; Adaptability,UI/UX Designer,Product Manager
IT2243,Associate Degree in IT,Power BI; Python; PostgreSQL; Pandas,AI,Problem Solving; Attention to Detail; Logical Thinking,Data Analyst,Data Scientist
IT2244,Bachelor's in Software Engineering,Docker; Linux; Ansible,Automation; Open Source,Problem Solving; Logical Thinking; Analytical Thinking,DevOps Engineer,Full Stack Developer
IT2245,Bachelor's in Computer Science,Jira; SQL; Figma,Innovation; Strategy,Leadership; Analytical Thinking; Communication,Product Manager,Cloud Architect
IT2246,Master's in Computer Science,TensorFlow; Scikit-learn; Pandas; MATLAB; LLM,AI; Research,Fast Learner; Problem Solving,Machine Learning Engineer,AI Engineer
IT2247,Bachelor's in Electronics,RTOS; C++; C; Assembly; Raspberry Pi; IoT; Python,Hardware,Analytical Thinking; Attention to Detail; Logical Thinking,Embedded Systems Engineer,IoT Developer
IT2248,Associate Degree in IT,Python; Selenium; Manual Testing; SQL; Git,Quality,Logical Thinking; Problem Solving,QA Engineer,Software Developer
IT2249,Associate Degree in IT,Manual Testing; Java; Selenium; SQL; Agile; Git,Automation; Open Source,Attention to Detail; Problem Solving; Persistence,QA Engineer,Software Developer
IT2250,Bachelor's in Computer Science,Objective-C; SwiftUI; Swift; Xcode; JSON; REST API; Git,Mobile Apps; Apple,Fast Learner; Logical Thinking,iOS Developer,Mobile App Developer
IT2251,Master's in Computer Science,PyTorch; TensorFlow; NumPy; Python; R,Research,Analytical Thinking; Problem Solving,Machine Learning Engineer,AI Engineer
IT2252,Bachelor's in Software Engineering,Kotlin; Java; XML; REST API,Android,Persistence; Logical Thinking,Android Developer,Mobile App Developer
IT2253,Bachelor's in Computer Science,GCP; Kubernetes; Terraform; AWS; Ansible,Cloud,Leadership; Problem Solving; Logical Thinking,Cloud Architect,DevOps Engineer
IT2254,Master's in Data Science,Kafka; Hadoop; GCP,Cloud,Analytical Thinking; Teamwork; Logical Thinking,Data Engineer,Data Scientist
IT2255,Bachelor's in Information Systems,SQL; Jira; Scrum; Agile; Git,Business,Analytical Thinking; Adaptability,Product Manager,Cloud Architect
IT2256,Bachelor's in Electronics,Arduino; ROS; MATLAB; RTOS; OpenCV; Assembly,AI,Persistence; Creativity; Logical Thinking,Robotics Engineer,Computer Vision Engineer
IT2257,Bachelor's in Electronics,RTOS; C; MATLAB; MQTT; Python,IoT; Electronics,Analytical Thinking; Attention to Detail,Embedded Systems Engineer,IoT Developer
IT2258,Bachelor's in Software Engineering,Java; Selenium; TestNG; Agile,Open Source; Quality,Attention to Detail; Persistence,QA Engineer,Software Developer
IT2259,Bachelor's in Computer Science,SQL; Node.js; Git; PostgreSQL,Coding; Web,Logical Thinking; Teamwork; Problem Solving,Backend Developer,Database Administrator
IT2260,Bachelor's in Information Technology,React; SQL; Node.js; HTML; REST API; Python,Databases,Adaptability; Problem Solving,Full Stack Developer,Software Developer
IT2261,Associate Degree in IT,Python; C; RTOS,Automation,Attention to Detail; Analytical Thinking,IoT Developer,Robotics Engineer
IT2262,Bachelor's in Computer Science,R; Pandas; Scikit-learn; Python; Tableau; TensorFlow; Spark,Research,Persistence; Analytical Thinking; Problem Solving,Data Scientist,Machine Learning Engineer
IT2263,Master's in Artificial Intelligence,NumPy; PyTorch; OpenCV; C++; Pandas,Graphics,Problem Solving; Attention to Detail,Computer Vision Engineer,AI Specialist (Level 5)
IT2264,Bachelor's in Computer Science,Azure; AWS; Linux; Bash,Open Source; Cloud,Fast Learner; Analytical Thinking,Cloud Engineer,Cloud Architect
IT2265,Master's in Artificial Intelligence,Scikit-learn; R; NumPy; Tableau; PyTorch; TensorFlow,Data; Big Data,Logical Thinking; Attention to Detail; Analytical Thinking,Data Scientist,Machine Learning Engineer
IT2266,Bachelor's in Information Technology,Swift; Dart; Flutter; React Native; Firebase; Xcode,Mobile Apps; Coding,Teamwork; Fast Learner,Mobile App Developer,Full Stack Developer
IT2267,Master's in Data Science,Scikit-learn; NumPy; TensorFlow,AI; Data,Attention to Detail; Logical Thinking,Data Scientist,Machine Learning Engineer
IT2268,Bachelor's in Information Technology,Adobe XD; Sketch; Figma; CSS; JavaScript; InVision; Adobe Illustrator,User Experience,Adaptability; Problem Solving; Attention to Detail,UI/UX Designer,Product Manager
IT2269,Bachelor's in Computer Science,Android SDK; XML; Java; SQL; Git; React Native,Coding,Creativity; Problem Solving,Android Developer,Mobile App Developer
IT2270,Bachelor's in Computer Engineering,RTOS; Assembly; Arduino; C++; Python; Raspberry Pi,Electronics,Logical Thinking; Analytical Thinking,Embedded Systems Engineer,IoT Developer
IT2271,Master's in Artificial Intelligence,NumPy; Scikit-learn; Python; Hugging Face; R,Data,Analytical Thinking; Problem Solving; Logical Thinking,Machine Learning Engineer,AI Engineer
IT2272,Bachelor's in Software Engineering,Unity; C#; 3D Modeling; OpenCV; MATLAB,Games; Graphics,Logical Thinking; Attention to Detail; Creativity,Game Developer,AR/VR Developer
IT2273,Bachelor's in Information Systems,MySQL; SQL; Oracle; MongoDB; Linux; Bash,Data; Infrastructure,Logical Thinking; Persistence; Analytical Thinking,Database Administrator,Data Engineer
IT2274,Bachelor's in Computer Engineering,C; Python; Assembly,Hardware,Creativity; Logical Thinking; Problem Solving,IoT Developer,Robotics Engineer
IT2275,Master's in Data Science,Scikit-learn; Python; PyTorch; TensorFlow; SQL; Spark; Hugging Face,Data; AI,Analytical Thinking; Problem Solving; Logical Thinking,Machine Learning Engineer,AI Engineer
IT2276,Bachelor's in Computer Science,C#; C++; Unity; MATLAB,Coding,Creativity; Logical Thinking; Persistence,Game Developer,AR/VR Developer
IT2277,Bachelor's in Computer Science,Nmap; OWASP; TCP/IP; Bash,Security; Innovation,Persistence; Creativity,Penetration Tester,Network Engineer
IT2278,Bachelor's in Computer Science,Unity; C#; OpenCV; 3D Modeling,Graphics; AR/VR,Attention to Detail; Persistence; Creativity,Game Developer,AR/VR Developer
IT2279,Bachelor's in Software Engineering,AWS; Docker; Linux; Kubernetes,Cloud,Problem Solving; Teamwork; Analytical Thinking,Cloud Engineer,Cloud Architect
IT2280,Bachelor's in Information Technology,Firewalls; Nmap; Python; Linux; VPN; Bash,Security; Hacking,Persistence; Logical Thinking; Analytical Thinking,Cybersecurity Analyst,Penetration Tester
IT2281,Bachelor's in Software Engineering,Hadoop; SQL; Airflow; Docker; PostgreSQL,Cloud; Architecture,Analytical Thinking; Logical Thinking,Data Engineer,Data Scientist
IT2282,Bachelor's in Software Engineering,OOP; C++; Python; Linux; REST API,Coding,Problem Solving; Teamwork; Adaptability,Software Developer,Backend Developer
IT2283,Bachelor's in Computer Engineering,Nmap; Kali Linux; Linux; Firewalls; Wireshark,Hacking,Creativity; Analytical Thinking,Penetration Tester,Network Engineer
IT2284,Bachelor's in Software Engineering,PyTorch; TensorFlow; Python; NumPy; MATLAB; Hugging Face,Innovation; Open Source,Analytical Thinking; Creativity,AI Engineer,NLP Engineer
IT2285,Bachelor's in Computer Science,Unity; C#; C++; MATLAB,AR/VR; Graphics,Problem Solving; Persistence,Game Developer,AR/VR Developer
IT2286,Bachelor's in Information Systems,Python; Hadoop; Spark; Kafka; Docker,Architecture; Cloud,Analytical Thinking; Persistence,Data Engineer,Data Scientist
IT2287,Bachelor's in Software Engineering,Java; Node.js; REST API; Python; PostgreSQL,Web,Logical Thinking; Problem Solving; Persistence,Backend Developer,Database Administrator
IT2288,Bachelor's in Computer Science,SQL; Python; REST API; Java; OOP,Open Source; Coding,Logical Thinking; Analytical Thinking,Backend Developer,Database Administrator
IT2289,Master's in Data Science,Scikit-learn; SQL; Power BI,Data; AI,Logical Thinking; Persistence,Data Scientist,Machine Learning Engineer
IT2290,Associate Degree in IT,Python; Selenium; Git; Agile; Jira,Quality; Testing,Attention to Detail; Analytical Thinking,QA Engineer,Software Developer
IT2291,Associate Degree in IT,AWS; Terraform; Azure; Kubernetes; Python,Infrastructure; Open Source,Problem Solving; Teamwork,Cloud Engineer,Cloud Architect
IT2292,Bachelor's in Electronics,MATLAB; C++; Arduino; Linux; OpenCV; Raspberry Pi,Robotics; Electronics,Analytical Thinking; Creativity,Robotics Engineer,Computer Vision Engineer
IT2293,Bachelor's in Software Engineering,Manual Testing; Python; Selenium; Java; Postman; TestNG,Quality,Analytical Thinking; Attention to Detail; Problem Solving,QA Engineer,Software Developer
IT2294,Bachelor's in Software Engineering,Manual Testing; Java; SQL; Jira,Testing; Open Source,Logical Thinking; Analytical Thinking; Problem Solving,QA Engineer,Software Developer
IT2295,Associate Degree in IT,SwiftUI; Swift; Xcode; REST API; SQL,User Experience,Logical Thinking; Fast Learner,iOS Developer,Mobile App Developer
IT2296,Bachelor's in Software Engineering,C#; Unreal Engine; C++; Unity; MATLAB; OpenCV,Innovation; Games,Fast Learner; Attention to Detail; Problem Solving,AR/VR Developer,Computer Vision Engineer
IT2297,Bachelor's in Computer Science,MySQL; MongoDB; PostgreSQL; Bash; Linux,Infrastructure; Data,Persistence; Attention to Detail; Analytical Thinking,Database Administrator,Data Engineer
IT2298,Bachelor's in Computer Science,CSS; JavaScript; Git; Sketch; REST API,UI,Attention to Detail; Problem Solving; Adaptability,Frontend Developer,Full Stack Developer
IT2299,Master's in Software Engineering,Kubernetes; Jenkins; Docker; Linux; Python; GCP,Open Source,Problem Solving; Fast Learner; Analytical Thinking,DevOps Engineer,Full Stack Developer
IT2300,Master's in Software Engineering,Python; Java; Algorithms,Coding; Databases,Logical Thinking; Problem Solving,Backend Developer,Database Administrator
IT2301,Associate Degree in IT,Tableau; Excel; SQL; Power BI; MySQL,Business,Communication; Analytical Thinking,Data Analyst,Data Scientist
IT2302,Bachelor's in Software Engineering,Unity; Unreal Engine; 3D Modeling; Python; JavaScript,Coding,Problem Solving; Persistence,Game Developer,AR/VR Developer
IT2303,Bachelor's in Software Engineering,SwiftUI; Objective-C; REST API,User Experience; Design,Logical Thinking; Fast Learner; Attention to Detail,iOS Developer,Mobile App Developer
IT2304,Master's in Cybersecurity,Nmap; Metasploit; Python; Bash,Security; Innovation,Persistence; Logical Thinking; Analytical Thinking,Penetration Tester,Network Engineer
IT2305,Master's in Data Science,Pandas; SQL; Tableau; Power BI,Research; Big Data,Attention to Detail; Problem Solving; Logical Thinking,Data Scientist,Machine Learning Engineer
IT2306,Bachelor's in Software Engineering,Python; Manual Testing; SQL; Java; Postman,Open Source; Quality,Attention to Detail; Analytical Thinking,QA Engineer,Software Developer
IT2307,Bachelor's in Electronics,ROS; Arduino; MATLAB; Python; OpenCV; Linux,AI,Logical Thinking; Analytical Thinking; Creativity,Robotics Engineer,Computer Vision Engineer
IT2308,Bachelor's in Computer Science,Python; Solidity; Ethereum; TypeScript; REST API,Crypto; Open Source,Analytical Thinking; Persistence,Blockchain Developer,Senior Blockchain Developer
IT2309,Bachelor's in Computer Science,SQL; REST API; Linux; Algorithms; OOP,Web,Logical Thinking; Persistence; Problem Solving,Backend Developer,Database Administrator
IT2310,Bachelor's in Electronics,Cisco; Routing; DNS; Wireshark; Firewalls; Bash,Networking,Attention to Detail; Logical Thinking; Communication,Network Engineer,Cloud Engineer
IT2311,Master's in Artificial Intelligence,PyTorch; NLP; Python; Hugging Face,AI,Analytical Thinking; Fast Learner; Problem Solving,AI Engineer,NLP Engineer
IT2312,Bachelor's in Software Engineering,C++; C#; Unity; OOP; Python; MATLAB; OpenCV,Games; Coding,Creativity; Attention to Detail,Game Developer,AR/VR Developer
IT2313,Bachelor's in Information Technology,GCP; Docker; AWS; Azure; Kubernetes; Linux,Automation; Cloud,Teamwork; Adaptability; Fast Learner,Cloud Engineer,Cloud Architect
IT2314,Master's in Computer Science,Ethereum; JavaScript; Python; Node.js; TypeScript,Blockchain; Open Source,Logical Thinking; Persistence; Creativity,Blockchain Developer,Senior Blockchain Developer
IT2315,Bachelor's in Information Technology,Python; Excel; Power BI; R; Scikit-learn; PostgreSQL,Data,Communication; Attention to Detail,Data Analyst,Data Scientist
IT2316,Bachelor's in Computer Science,React Native; Dart; Android SDK,Coding; Mobile Apps,Adaptability; Problem Solving; Teamwork,Mobile App Developer,Full Stack Developer
IT2317,Bachelor's in Information Technology,TCP/IP; VPN; Wireshark; Firewalls,Hardware; Security,Communication; Problem Solving; Analytical Thinking,Network Engineer,Cloud Engineer
IT2318,Associate Degree in IT,React; TypeScript; Git,User Experience; Web Design,Logical Thinking; Problem Solving,Frontend Developer,Full Stack Developer
IT2319,Bachelor's in Computer Science,Python; Ethereum; JavaScript; Solidity; Node.js; TypeScript; Web3.js,Open Source,Creativity; Analytical Thinking,Blockchain Developer,Senior Blockchain Developer
IT2320,Master's in Data Science,Python; TensorFlow; LLM; Pandas,Language; Research,Problem Solving; Persistence; Creativity,NLP Engineer,Computer Vision Engineer
IT2321,Bachelor's in Computer Science,Unity; OOP; C++; JavaScript; MATLAB,AR/VR,Attention to Detail; Persistence,Game Developer,AR/VR Developer
IT2322,Bachelor's in Software Engineering,C#; 3D Modeling; Unreal Engine; Unity; JavaScript; OOP,Graphics; Design,Logical Thinking; Attention to Detail,AR/VR Developer,Computer Vision Engineer
IT2323,Master's in Software Engineering,Terraform; AWS; Azure; GCP; Linux,Infrastructure; Innovation,Logical Thinking; Leadership,Cloud Architect,DevOps Engineer
IT2324,Bachelor's in Software Engineering,Docker; Jenkins; Git; Azure,Automation,Problem Solving; Teamwork; Logical Thinking,DevOps Engineer,Full Stack Developer
IT2325,Bachelor's in Information Technology,Java; Python; SQL; Jira; Agile; TestNG,Testing,Attention to Detail; Logical Thinking; Persistence,QA Engineer,Software Developer
IT2326,Bachelor's in Computer Science,Kotlin; XML; Android SDK; Python,Coding; Open Source,Logical Thinking; Teamwork,Android Developer,Mobile App Developer
IT2327,Bachelor's in Software Engineering,3D Modeling; C++; Unreal Engine; JavaScript; OpenCV; OOP,Design,Attention to Detail; Creativity; Logical Thinking,AR/VR Developer,Computer Vision Engineer
IT2328,Master's in Software Engineering,REST API; SQL; Docker,Coding,Teamwork; Logical Thinking,Backend Developer,Database Administrator
IT2329,Bachelor's in Computer Science,CI/CD; Jenkins; Kubernetes; Linux; Git,Automation; Cloud,Analytical Thinking; Fast Learner; Logical Thinking,DevOps Engineer,Full Stack Developer
IT2330,Bachelor's in Software Engineering,CI/CD; Kubernetes; Linux; Docker; Python; Ansible,Automation; Cloud,Problem Solving; Logical Thinking; Teamwork,DevOps Engineer,Full Stack Developer
IT2331,Bachelor's in Computer Science,CSS; HTML; TypeScript; React; Figma; Node.js,Web Design; Design,Logical Thinking; Adaptability; Creativity,Frontend Developer,Full Stack Developer
IT2332,Bachelor's in Software Engineering,SQL; Node.js; Linux,Databases; Web,Teamwork; Analytical Thinking,Backend Developer,Database Administrator
IT2333,Bachelor's in Computer Science,Oracle; MySQL; PostgreSQL; SQL; AWS; Python; Excel,Databases; Data,Persistence; Attention to Detail,Database Administrator,Data Engineer
IT2334,Master's in Computer Science,Kafka; SQL; Hadoop; MongoDB; Airflow; Docker,Cloud; Big Data,Analytical Thinking; Persistence,Data Engineer,Data Scientist
IT2335,Bachelor's in Software Engineering,Dart; Kotlin; Swift; Xcode,Design; User Experience,Creativity; Teamwork,Mobile App Developer,Full Stack Developer
IT2336,Master's in Computer Science,AWS; Azure; Docker; Python; Jenkins; Linux,Open Source; Infrastructure,Fast Learner; Adaptability; Teamwork,Cloud Engineer,Cloud Architect
IT2337,Bachelor's in Information Technology,Manual Testing; SQL; Selenium; Java; Agile,Quality; Testing,Attention to Detail; Problem Solving; Persistence,QA Engineer,Software Developer
IT2338,Bachelor's in Electronics,C; Arduino; MQTT; RTOS; AWS,IoT; Electronics,Creativity; Analytical Thinking; Problem Solving,IoT Developer,Robotics Engineer
IT2339,Bachelor's in Information Technology,TCP/IP; VPN; Routing; Cisco; Linux,Security; Infrastructure,Communication; Problem Solving; Logical Thinking,Network Engineer,Cloud Engineer
IT2340,Master's in Data Science,Python; Power BI; SQL; Excel; Scikit-learn,AI; Data,Attention to Detail; Analytical Thinking,Data Analyst,Data Scientist
IT2341,Master's in Artificial Intelligence,Python; SQL; Scikit-learn; R; MATLAB,AI,Persistence; Problem Solving,Data Scientist,Machine Learning Engineer
IT2342,Bachelor's in Electronics,Arduino; Python; C; MQTT; Node.js; Assembly; C++,Hardware; Electronics,Logical Thinking; Problem Solving,IoT Developer,Robotics Engineer
IT2343,Bachelor's in Software Engineering,REST API; Java; Python; Linux; PostgreSQL; Docker,Coding; Databases,Analytical Thinking; Logical Thinking,Backend Developer,Database Administrator
IT2344,Master's in Artificial Intelligence,TensorFlow; PyTorch; Python; Hugging Face; Pandas; LLM; R,AI,Problem Solving; Analytical Thinking,NLP Engineer,Computer Vision Engineer
IT2345,Bachelor's in Software Engineering,SQL; Python; Selenium; TestNG,Open Source; Testing,Attention to Detail; Persistence; Logical Thinking,QA Engineer,Software Developer
IT2346,Bachelor's in Electronics,C++; C; MQTT,Hardware; Robotics,Persistence; Logical Thinking,Embedded Systems Engineer,IoT Developer
IT2347,Bachelor's in Computer Science,Nmap; Python; Wireshark; Firewalls; Kali Linux,Infrastructure,Logical Thinking; Problem Solving; Analytical Thinking,Cybersecurity Analyst,Penetration Tester
IT2348,Bachelor's in Software Engineering,JavaScript; React; REST API; Sketch,UI; Design,Adaptability; Attention to Detail; Logical Thinking,Frontend Developer,Full Stack Developer
IT2349,Master's in Data Science,Pandas; SQL; Python; PyTorch,Research; Data,Logical Thinking; Persistence,Data Scientist,Machine Learning Engineer
IT2350,Bachelor's in Software Engineering,Xcode; SwiftUI; Objective-C; Swift; React Native,Mobile Apps; User Experience,Problem Solving; Logical Thinking,iOS Developer,Mobile App Developer
IT2351,Bachelor's in Information Technology,Swift; Dart; Kotlin; Flutter; Git,Design; Mobile Apps,Problem Solving; Teamwork,Mobile App Developer,Full Stack Developer
IT2352,Bachelor's in Information Systems,Tableau; Excel; R,Data,Problem Solving; Analytical Thinking; Attention to Detail,Data Analyst,Data Scientist
IT2353,Bachelor's in Electronics,MATLAB; C++; Python; Raspberry Pi,AI,Logical Thinking; Problem Solving,Robotics Engineer,Computer Vision Engineer
IT2354,Associate Degree in IT,C; Assembly; C++; Python; MATLAB,Hardware,Analytical Thinking; Problem Solving,Embedded Systems Engineer,IoT Developer
IT2355,Associate Degree in IT,Manual Testing; SQL; Postman; TestNG,Testing,Problem Solving; Analytical Thinking,QA Engineer,Software Developer
IT2356,Master's in Data Science,OpenCV; TensorFlow; R; C++; Pandas,Research,Problem Solving; Creativity,Computer Vision Engineer,AI Specialist (Level 5)
IT2357,Associate Degree in IT,Nmap; Wireshark; Firewalls; Linux; Kali Linux; VPN,Infrastructure; Networking,Problem Solving; Attention to Detail,Cybersecurity Analyst,Penetration Tester
IT2358,Bachelor's in Computer Science,3D Modeling; C#; Unreal Engine; OOP,Graphics; Design,Problem Solving; Attention to Detail; Fast Learner,AR/VR Developer,Computer Vision Engineer
IT2359,Bachelor's in Information Technology,Terraform; Azure; GCP; AWS; Python; Linux; Bash,Open Source; Cloud,Analytical Thinking; Fast Learner,Cloud Engineer,Cloud Architect
IT2360,Master's in Data Science,Scikit-learn; Python; NumPy; PyTorch; MATLAB; Hugging Face,Innovation; AI,Problem Solving; Logical Thinking; Fast Learner,Machine Learning Engineer,AI Engineer
IT2361,Bachelor's in Information Systems,Figma; Sketch; CSS; Prototyping,User Experience,Problem Solving; Communication,UI/UX Designer,Product Manager
IT2362,Bachelor's in Computer Science,Nmap; Kali Linux; OWASP; Bash,Hacking,Analytical Thinking; Logical Thinking; Persistence,Penetration Tester,Network Engineer
IT2363,Bachelor's in Information Technology,JavaScript; HTML; TypeScript; Figma,UI,Creativity; Logical Thinking; Adaptability,Frontend Developer,Full Stack Developer
IT2364,Bachelor's in Software Engineering,Kafka; SQL; Hadoop; AWS; Airflow,Cloud; Data,Persistence; Problem Solving,Data Engineer,Data Scientist
IT2365,Master's in Artificial Intelligence,OpenCV; TensorFlow; Pandas; C++; MATLAB,Vision,Logical Thinking; Problem Solving,Computer Vision Engineer,AI Specialist (Level 5)
IT2366,Associate Degree in IT,Node.js; Java; Python; MySQL,Coding,Persistence; Problem Solving,Backend Developer,Database Administrator
IT2367,Master's in Cybersecurity,Linux; Python; Nmap; Wireshark; TCP/IP; Bash; VPN,Networking; Security,Logical Thinking; Attention to Detail,Cybersecurity Analyst,Penetration Tester
IT2368,Bachelor's in Computer Science,Unity; C++; OOP; MATLAB,Graphics; Games,Persistence; Attention to Detail; Creativity,Game Developer,AR/VR Developer
IT2369,Master's in Artificial Intelligence,NumPy; OpenCV; Python; TensorFlow; Pandas,Research,Problem Solving; Attention to Detail; Creativity,Computer Vision Engineer,AI Specialist (Level 5)
IT2370,Bachelor's in Software Engineering,C#; 3D Modeling; Unreal Engine; JavaScript; OpenCV,Graphics; Games,Fast Learner; Creativity; Logical Thinking,AR/VR Developer,Computer Vision Engineer
IT2371,Master's in Software Engineering,Node.js; Python; REST API; SQL; MySQL,Open Source,Logical Thinking; Persistence; Problem Solving,Backend Developer,Database Administrator
IT2372,Bachelor's in Information Technology,Azure; Terraform; AWS; Docker; Ansible,Infrastructure; Cloud,Communication; Leadership; Logical Thinking,Cloud Architect,DevOps Engineer
IT2373,Bachelor's in Computer Engineering,Nmap; Python; Kali Linux; OWASP; Firewalls; Wireshark,Hacking,Problem Solving; Logical Thinking; Persistence,Penetration Tester,Network Engineer
IT2374,Associate Degree in IT,Docker; AWS; Terraform; Kubernetes; Python,Cloud; Automation,Fast Learner; Teamwork,Cloud Engineer,Cloud Architect
IT2375,Bachelor's in Computer Science,Python; Scikit-learn; Pandas; R; TensorFlow,Data,Analytical Thinking; Persistence,Data Scientist,Machine Learning Engineer
IT2376,Bachelor's in Software Engineering,C++; OOP; Python; Git; Linux,Open Source; Innovation,Adaptability; Logical Thinking,Software Developer,Backend Developer
IT2377,Bachelor's in Computer Science,Figma; Adobe XD; HTML; InVision,Web Design,Creativity; Attention to Detail,UI/UX Designer,Product Manager
IT2378,Master's in Software Engineering,C++; Java; Algorithms; Docker,Web,Adaptability; Fast Learner; Teamwork,Software Developer,Backend Developer
IT2379,Bachelor's in Software Engineering,Java; Manual Testing; Postman; TestNG; Agile,Testing; Automation,Problem Solving; Persistence,QA Engineer,Software Developer
IT2380,Master's in Data Science,Excel; Power BI; MySQL; NumPy; Pandas,Data; Big Data,Attention to Detail; Analytical Thinking,Data Analyst,Data Scientist
IT2381,Master's in Computer Science,TensorFlow; NumPy; Python; Spark; SQL; R,Data; Innovation,Logical Thinking; Persistence; Analytical Thinking,Machine Learning Engineer,AI Engineer
IT2382,Master's in Software Engineering,TypeScript; CSS; React; JavaScript; Sketch; Git,UI; Design,Adaptability; Attention to Detail,Frontend Developer,Full Stack Developer
IT2383,Bachelor's in Information Systems,Excel; Power BI; Python; Scikit-learn,AI,Analytical Thinking; Attention to Detail,Data Analyst,Data Scientist
IT2384,Bachelor's in Computer Engineering,Python; C++; Arduino; OpenCV; Assembly; Linux,AI; Hardware,Problem Solving; Logical Thinking; Creativity,Robotics Engineer,Computer Vision Engineer
IT2385,Master's in Computer Science,Docker; Azure; Terraform; AWS; Python,Automation; Infrastructure,Analytical Thinking; Fast Learner,Cloud Engineer,Cloud Architect
IT2386,Master's in Computer Science,NumPy; SQL; Python; PyTorch; Tableau; Spark,Big Data; AI,Attention to Detail; Problem Solving,Data Scientist,Machine Learning Engineer
IT2387,Bachelor's in Software Engineering,Swift; SwiftUI; Firebase; JSON; React Native,Design; User Experience,Fast Learner; Attention to Detail; Creativity,iOS Developer,Mobile App Developer
IT2388,Master's in Computer Science,Hadoop; Python; Spark; SQL; MongoDB; Docker,Architecture; Big Data,Persistence; Logical Thinking,Data Engineer,Data Scientist
IT2389,Master's in Data Science,Kafka; Hadoop; GCP; PostgreSQL,Big Data; Cloud,Logical Thinking; Persistence,Data Engineer,Data Scientist
IT2390,Bachelor's in Computer Science,Nmap; Python; Firewalls; Linux; Bash; VPN,Networking,Analytical Thinking; Attention to Detail; Persistence,Cybersecurity Analyst,Penetration Tester
IT2391,Bachelor's in Computer Science,Solidity; JavaScript; Python; SQL,Blockchain,Logical Thinking; Problem Solving,Blockchain Developer,Senior Blockchain Developer
IT2392,Bachelor's in Software Engineering,Unreal Engine; C++; C#; OpenCV,Games; Coding,Logical Thinking; Persistence,Game Developer,AR/VR Developer
IT2393,Master's in Software Engineering,Kubernetes; Terraform; AWS; Azure; Linux,Infrastructure; Architecture,Logical Thinking; Leadership,Cloud Architect,DevOps Engineer
